Session,Borough,Swimming Pool,Class Type,StartTime,Total Registration,Total Attendance,ClassName
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,04/19/2023 08:00:00 PM,4,4,"Learn to Swim: Children Swimmer Level 4 - Wednesdays, 4pm"
,Q,Roy Wilkins Recreation Center,Level 2,12/09/2023 03:30:00 PM,22,18,Roy Wilkins Recreation Center - Children's Learn to Swim Level 2 (Saturdays)
1,Q,Liberty Pool,Level 1,07/17/2023 06:00:00 PM,18,10,Session I Children Learn to Swim Liberty Pool Level 1 Class A
,M,Gertrude Ederle Recreation Center,Level 1,01/21/2023 03:30:00 PM,8,3,Gertrude Ederle Saturday Learn to Swim Level 1
3,Q,Fisher Pool,Level 1,08/22/2024 05:00:00 PM,,15,Session 3: Fisher Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Roy Wilkins Recreation Center,Level 2,02/04/2023 03:30:00 PM,14,6,Roy Wilkins Saturday Children Learn to Swim Level 2
,B,St. John's Recreation Center,,12/30/2022 05:00:00 PM,14,9,Holiday Learn to Swim St. John's Class C
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,12/11/2023 09:00:00 PM,6,6,"Learn to Swim: Children Swimmer Level 4 - Mondays, 4pm"
,,Astoria Pool,Level 4,08/27/2024 05:00:00 PM,,21,Advanced: Astoria Pool - Children's Learn to Swim Level 4
,B,St. John's Recreation Center,Level 2,07/27/2023 07:00:00 PM,33,18,St John's Recreation Center - Children's Learn to Swim Level 2
,B,Metropolitan Pool & Recreation Center,,06/17/2024 08:00:00 PM,32,9,Metropolitan Children Learn to Swim: Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,08/28/2023 08:00:00 PM,2,2,Learn to Swim: Children ADV. Swimmer Level 5 (Monday 4pm)
,B,St. John's Recreation Center,,02/22/2024 05:00:00 PM,30,21,Holiday Learn to Swim St. Johns Class B
,B,St. John's Recreation Center,Seniors,10/12/2023 01:00:00 PM,44,4,St. John's Learn to Swim: Seniors
,M,Chelsea Recreation Center,Adult,11/05/2024 07:30:00 PM,36,12,Chelsea: Adult Learn to Swim (Level 2B)
,M,Gertrude Ederle Recreation Center,Adult,03/23/2024 04:00:00 PM,29,10,Gertrude Ederle Learn to Swim: Adults
,M,Gertrude Ederle Recreation Center,Level 1,03/04/2023 03:30:00 PM,8,4,Gertrude Ederle Saturday Learn to Swim Level 1
,B,St. John's Recreation Center,Level 1,06/22/2024 03:30:00 PM,30,4,St. John's Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,04/19/2023 05:00:00 PM,8,5,Learn to Swim: Adult Beginner Level 1 - Wednesdays
,M,Asser Levy Recreation Center,Level 1,01/14/2023 03:30:00 PM,16,16,Asser Levy Saturday Children Learn to Swim Level 1
,B,Red Hook Pool,Level 1A,07/21/2023 05:00:00 PM,48,16,Session l Children Learn to Swim Red Hook Pool Level 1A
,Q,Roy Wilkins Recreation Center,Seniors,11/24/2023 08:15:00 PM,9,9,Roy Wilkins Seniors Learn To Swim (Advanced)
,B,Metropolitan Pool & Recreation Center,Level 2,01/20/2024 03:00:00 PM,26,7,Metropolitan Learn to Swim: Children Level 2
,M,Gertrude Ederle Recreation Center,Level 2,02/10/2024 02:30:00 PM,20,15,Gertrude Ederle Saturday Learn to Swim Level 2
,Q,Roy Wilkins Recreation Center,,12/27/2022 05:00:00 PM,14,8,Holiday Learn to Swim Roy Wilkins Class C
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,01/24/2024 12:00:00 AM,5,5,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Tuesdays, 7pm"
,M,Asser Levy Recreation Center,Seniors,03/28/2024 06:30:00 PM,7,2,Asser Levy Learn to Swim: Seniors
,Q,Roy Wilkins Recreation Center,,03/07/2023 09:00:00 PM,24,13,Roy Wilkins' Learn To Swim: Children - Tuesdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,07/22/2024 09:00:00 PM,11,5,FMAC: Children's Learn to Swim (Level 5)
,M,Gertrude Ederle Recreation Center,,02/24/2023 04:00:00 PM,27,11,Holiday Learn to Swim Gertrude Ederle Class A
,Q,Roy Wilkins Recreation Center,Level 1,12/02/2023 04:30:00 PM,29,29,Roy Wilkins Recreation Center - Children's Learn to Swim Level 1 (Saturdays)
,,Offsite Locations,Level 2,06/15/2024 03:00:00 PM,,9,Evander Child's Learn to Swim: Children Saturdays Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/29/2023 09:00:00 PM,9,7,"Learn to Swim: Children ADV. Beginner Level 2 - Thursdays, 5pm"
,M,Constance Baker Motley Recreation Center,Level 2,08/23/2024 05:00:00 PM,9,7,Constance Baker Motley Recreation Center: Children's Learn to Swim (Level 2)
,Q,Flushing Meadows Corona Park Aquatics Center,,07/16/2024 09:00:00 PM,15,6,FMAC Learn to Swim: Children's Water Test Tuesday 5pm (Levels 3-6)
,B,St. John's Recreation Center,Adult,05/27/2023 05:15:00 PM,28,9,St. John's Learn to Swim: Adults - Saturdays
,B,St. John's Recreation Center,,06/17/2024 08:00:00 PM,31,4,St. John's Learn to Swim: Children - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,05/15/2023 05:00:00 PM,9,4,Learn to Swim: Adult Beginner Level 1 - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,05/17/2023 08:00:00 PM,4,3,"Learn to Swim: Children Swimmer Level 4 - Wednesdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,11/02/2024 04:00:00 PM,3,2,FMAC: Parent and Tiny Tots Learn to Swim
3,B,Red Hook Pool,Level 1,08/11/2023 05:00:00 PM,51,23,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class A)
,M,Constance Baker Motley Recreation Center,,10/26/2023 08:00:00 PM,25,14,Constance Baker Motley Learn to Swim: Children - Thursdays
2,R,Lyons Pool,Tot,08/05/2024 03:00:00 PM,,9,Session 2: Lyons Pool - Tots Learn to Swim (Class A)
,M,Gertrude Ederle Recreation Center,Level 1,11/02/2024 02:30:00 PM,31,11,Gertrude Ederle: Children's Learn to Swim (Level 1)
1,X,Crotona Pool,Tot,07/22/2024 04:00:00 PM,,12,Session 1: Crotona Pool - Tots Learn to Swim (Class B)
,M,Constance Baker Motley Recreation Center,Level 1,03/18/2023 02:30:00 PM,18,7,Constance Baker Motley Saturday Children Learn to Swim Level 1
,Q,Roy Wilkins Recreation Center,Adult,11/04/2023 05:00:00 PM,22,10,Roy Wilkins Learn to Swim: Adults - Saturdays
,M,Constance Baker Motley Recreation Center,,01/31/2023 09:00:00 PM,25,10,Constance Baker Motely Learn to Swim: Children - Tuesdays - ADMIN ONLY
,Q,Roy Wilkins Recreation Center,,12/27/2023 04:00:00 PM,30,20,Holiday Learn to Swim Roy Wilkins Class B
,M,Chelsea Recreation Center,Adult,06/14/2022 03:00:00 PM,108,109,Adult Learn To Swim
,M,Gertrude Ederle Recreation Center,Tot,11/25/2023 04:30:00 PM,16,6,Gertrude Ederle Learn to Swim: Tots - Saturdays
,M,Constance Baker Motley Recreation Center,Tot,05/06/2023 03:30:00 PM,10,8,Constance Baker Motley Learn to Swim: Tots - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,10/18/2024 09:30:00 PM,10,3,FMAC: Adult Learn to Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/09/2023 03:00:00 PM,11,7,"Flushing Meadows Aquatics Center - Children's Learn to Swim Level 2 (Saturdays, 11am)"
,M,Chelsea Recreation Center,,11/19/2022 05:00:00 PM,31,18,Chelsea Learn to Swim: Children - Saturdays
,M,Asser Levy Recreation Center,Level 2,03/23/2024 01:30:00 PM,14,4,Asser Levy Saturday Children Learn to Swim Level 2
,M,Constance Baker Motley Recreation Center,Level 1,05/18/2024 02:30:00 PM,24,6,Constance Baker Motley Saturday Children Learn to Swim Level 1
,M,Asser Levy Recreation Center,Tot,02/11/2023 04:30:00 PM,15,10,Asser Levy Learn to Swim: Tots - Saturdays - ADMIN ONLY
,M,Gertrude Ederle Recreation Center,Seniors,12/21/2023 06:00:00 PM,15,5,Gertrude Ederle Learn to Swim: Seniors
3,B,Red Hook Pool,Level 1,08/08/2023 05:00:00 PM,51,25,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class A)
,M,Gertrude Ederle Recreation Center,Seniors,01/26/2023 07:30:00 PM,12,2,Gertrude Ederle Learn to Swim: Seniors  - ADMIN ONLY
,Q,Roy Wilkins Recreation Center,,04/25/2023 08:00:00 PM,16,10,Roy Wilkins' Learn To Swim: Children - Tuesdays
,Q,Roy Wilkins Recreation Center,Tot,01/15/2022 06:30:00 PM,8,2,Roy Wilkins Learn to Swim: Tots
,M,Asser Levy Recreation Center,,01/22/2024 09:00:00 PM,23,7,Asser Levy Learn to Swim: Children - Mondays
,Q,Roy Wilkins Recreation Center,Adult,01/14/2023 06:15:00 PM,30,5,Roy Wilkins Learn to Swim: Adults - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,04/10/2023 08:00:00 PM,2,2,Learn to Swim: Children ADV. Swimmer Level 5
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,01/20/2024 04:00:00 PM,7,7,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Saturdays, 11am"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,01/24/2024 10:00:00 PM,14,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Wednesdays, 5pm"
,B,St. John's Recreation Center,,02/20/2024 05:00:00 PM,31,21,Holiday Learn to Swim St. Johns Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,07/31/2023 08:00:00 PM,3,3,"Learn to Swim: Children Swimmer Level 4 - Mondays, 4pm"
,,Offsite Locations,,04/25/2024 03:00:00 PM,,16,Holiday Learn to Swim Beach Channel Educational Campus Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,03/09/2024 07:00:00 PM,5,4,Learn to Swim: Children ADV. Swimmer Level 5 - Saturdays 2pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,11/23/2024 07:00:00 PM,7,4,FMAC: Children's Learn to Swim (Level 5)
,B,St. John's Recreation Center,,04/30/2024 03:00:00 PM,30,19,Holiday Learn to Swim St. John's Class A
,M,Asser Levy Recreation Center,,02/01/2023 09:00:00 PM,29,15,Asser Levy Learn to Swim: Children - Wednesdays - ADMIN ONLY
,B,Metropolitan Pool & Recreation Center,Level 1,03/04/2023 04:00:00 PM,18,7,Metropolitan Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,08/03/2023 10:00:00 PM,11,7,"Flushing Meadows Aquatics Center Children's Learn to Swim Level 2 (Thursdays, 6pm)"
,M,Gertrude Ederle Recreation Center,Seniors,02/23/2023 07:30:00 PM,12,6,Gertrude Ederle Learn to Swim: Seniors  - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,05/21/2024 05:00:00 PM,16,5,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Tuesdays
,B,St. John's Recreation Center,,03/30/2024 04:00:00 PM,61,15,St. John's Learn to Swim: Children - Saturday Water Test
1,,Astoria Pool,Level 1,07/16/2024 02:00:00 PM,,10,Session 1: Astoria Pool - Children's Learn to Swim Level 1 (Class B)
2,,Hamilton Fish Pool,Level 1,08/08/2024 05:00:00 PM,,5,Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class A)
,M,Constance Baker Motley Recreation Center,,11/17/2022 09:00:00 PM,15,5,Constance Baker Motley Learn to Swim: Children - Thursdays
3,B,Red Hook Pool,Tot,08/15/2024 04:00:00 PM,29,10,Session 3: Red Hook Pool - Tots Learn to Swim (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/25/2024 09:00:00 PM,15,7,"Flushing Meadows Aquatics Center- Children Learn to Swim Level 2 - Tuesdays, 5pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,01/31/2024 11:00:00 PM,9,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Wednesdays, 6pm"
,M,Gertrude Ederle Recreation Center,Level 2,11/19/2022 02:30:00 PM,13,11,Gertrude Ederle Saturday Children's Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,09/27/2023 09:00:00 PM,14,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 (Wednesdays, 5pm)"
,M,Asser Levy Recreation Center,Level 1,06/15/2024 02:30:00 PM,21,3,Asser Levy Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,06/12/2023 08:00:00 PM,2,2,"Learn to Swim: Children Swimmer Level 4 - Mondays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/24/2023 06:00:00 PM,4,2,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Fridays
,Q,Roy Wilkins Recreation Center,,02/14/2023 09:00:00 PM,22,12,Roy Wilkins' Learn To Swim: Children - Tuesdays
3,R,Lyons Pool,Level 1,08/18/2023 06:00:00 PM,48,12,Session 3: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
2,,Astoria Pool,Level 1,08/01/2024 06:00:00 PM,,25,Session 2: Astoria Pool - Children's Learn to Swim Level 1 (Class B)
,M,Gertrude Ederle Recreation Center,Tot,03/05/2022 05:30:00 PM,12,1,Gertrude Ederle Learn to Swim: Tots
,M,Constance Baker Motley Recreation Center,,05/16/2024 08:00:00 PM,26,8,Constance Baker Motley Learn to Swim: Children - Thursday
,M,Constance Baker Motley Recreation Center,,06/04/2024 08:00:00 PM,25,6,Constance Baker Motley Learn to Swim: Children - Tuesday
,B,Metropolitan Pool & Recreation Center,,04/13/2023 04:00:00 PM,30,14,Holiday Learn to Swim Metropolitan Class C
,B,St. John's Recreation Center,Seniors,04/13/2023 01:00:00 PM,5,5,St. John's Learn to Swim: Seniors
,B,Metropolitan Pool & Recreation Center,,06/10/2024 08:00:00 PM,36,20,Metropolitan Children Learn to Swim: Mondays
,M,Gertrude Ederle Recreation Center,Adult,11/11/2023 05:00:00 PM,30,14,Gertrude Ederle Learn to Swim: Adults
,B,Metropolitan Pool & Recreation Center,,04/10/2023 04:00:00 PM,30,12,Holiday Learn to Swim Metropolitan Class C
,Q,Roy Wilkins Recreation Center,,06/08/2023 08:00:00 PM,16,13,Roy Wilkins' Learn To Swim: Children - Thursdays
,Q,Fisher Pool,Level 1B,08/03/2023 06:00:00 PM,16,14,Session ll Children Learn to Swim Fisher Pool Level 1B
,M,Asser Levy Recreation Center,,11/23/2022 09:00:00 PM,17,2,Asser Levy Learn to Swim: Children - Wednesdays
,B,St. John's Recreation Center,,12/27/2022 03:00:00 PM,18,10,Holiday Learn to Swim St. John's Class A
,Q,Roy Wilkins Recreation Center,Level 1,05/27/2023 03:30:00 PM,31,10,Roy Wilkins Saturday Children Learn to Swim Level 1
,B,St. John's Recreation Center,,12/28/2022 04:00:00 PM,4,3,Holiday Learn to Swim St. John's Class B
,M,Asser Levy Recreation Center,Seniors,02/29/2024 07:30:00 PM,7,4,Asser Levy Learn to Swim: Seniors
,M,Gertrude Ederle Recreation Center,,04/18/2023 08:00:00 PM,30,14,Gertrude Ederle Learn to Swim: Children - Tuesdays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/24/2024 06:15:00 PM,17,16,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Saturdays
,Q,Roy Wilkins Recreation Center,,05/14/2024 08:00:00 PM,26,10,Roy Wilkins Learn To Swim: Children - Tuesday
,Q,Roy Wilkins Recreation Center,Level 1,03/23/2024 03:30:00 PM,25,9,Roy Wilkins Recreation Center - Children Learn to Swim Level 1 - Saturday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,08/21/2024 09:00:00 PM,20,12,FMAC: Children's Learn to Swim (Level 5)
3,Q,Fisher Pool,Level 2,08/14/2024 04:00:00 PM,23,17,Session 3: Fisher Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/19/2023 09:00:00 PM,16,9,"Flushing Meadows Aquatic Center-Children Learn to Swim Level 2 - (Tuesdays, 5pm)"
,Q,Roy Wilkins Recreation Center,Level 1,06/01/2024 03:30:00 PM,28,20,Roy Wilkins Recreation Center - Children Learn to Swim Level 1 - Saturday
,X,St. Mary's Recreation Center,,02/09/2022 09:00:00 PM,8,8,St. Mary's Learn to Swim :Children
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,10/30/2024 08:00:00 PM,11,7,FMAC: Children's Learn to Swim (Level 5)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,10/19/2023 10:00:00 PM,14,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Thursdays, 6pm"
1,X,Crotona Pool,Level 1,07/15/2024 02:00:00 PM,,20,Session 1: Crotona Pool - Children's Learn to Swim Level 1 (Class B)
1,,Hamilton Fish Pool,Level 2,07/19/2024 04:00:00 PM,,8,Session 1: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,05/12/2023 03:00:00 PM,10,2,Learn to Swim: Parent and Tiny Tots Friday
,M,Gertrude Ederle Recreation Center,Level 1,11/16/2024 03:30:00 PM,31,11,Gertrude Ederle: Children's Learn to Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,04/20/2023 11:00:00 PM,10,8,"Learn to Swim: Children ADV. Beginner Level 2 - Thursdays, 7pm"
,B,St. John's Recreation Center,,03/30/2024 04:00:00 PM,61,13,St. John's Learn to Swim: Children - Saturday Water Test
,Q,Roy Wilkins Recreation Center,Tot,01/28/2023 05:30:00 PM,18,7,Roy Wilkins Learn to Swim: Tots - Saturdays - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,11/14/2023 09:00:00 PM,14,5,"Learn to Swim: Children Intermediate Level 3 - Tuesdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,11/25/2023 07:00:00 PM,6,3,Learn to Swim: Children ADV. Swimmer Level 5 - Saturdays 2pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,11/01/2023 08:00:00 PM,4,3,"Learn to Swim: Children Swimmer Level 4 - Wednesdays, 4pm"
3,X,Crotona Pool,Level 1,08/20/2024 06:00:00 PM,,11,Session 3: Crotona Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,06/05/2024 09:00:00 PM,14,4,Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Wednesdays 5pm
,B,Metropolitan Pool & Recreation Center,Level 2,12/17/2022 03:00:00 PM,23,8,Metropolitan Saturday Children Learn to Swim Level 2
,B,Metropolitan Pool & Recreation Center,,02/22/2024 03:00:00 PM,30,16,Holiday Learn to Swim Metropolitan A
,M,Gertrude Ederle Recreation Center,Tot,03/02/2024 04:30:00 PM,23,10,Gertrude Ederle Learn to Swim: Tots - Saturday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,07/29/2024 10:00:00 PM,27,16,FMAC: Children's Learn to Swim (Level 1)
,M,Constance Baker Motley Recreation Center,Level 1,11/11/2023 03:30:00 PM,15,15,Constance Baker Motley Saturday Children Learn to Swim Level 1
2,R,Lyons Pool,Level 1,07/30/2024 05:00:00 PM,55,23,Session 2: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,04/11/2023 09:00:00 PM,11,7,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 5pm"
,Q,Roy Wilkins Recreation Center,Seniors,10/27/2023 07:15:00 PM,10,11,Roy Wilkins Seniors Learn To Swim (Advanced)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,06/15/2024 06:00:00 PM,13,11,Learn to Swim: Children ADV. Swimmer Level 5 - Saturday 2pm
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,08/15/2024 04:00:00 PM,15,13,FMAC: Adult Learn to Swim (Level 2)
,M,Constance Baker Motley Recreation Center,Level 1,02/10/2024 03:30:00 PM,20,5,Constance Baker Motley Saturday Children Learn to Swim Level 1
3,,Hamilton Fish Pool,Level 2,08/19/2024 04:00:00 PM,,18,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
,M,Asser Levy Recreation Center,,03/04/2024 09:00:00 PM,23,8,Asser Levy Learn to Swim: Children - Mondays
1,X,Crotona Pool,Level 1,07/10/2024 01:00:00 PM,,12,Session 1: Crotona Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,03/04/2024 09:00:00 PM,15,9,"Learn to Swim: Children Intermediate Level 3 - Mondays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,02/26/2024 09:00:00 PM,15,15,"Learn to Swim: Children Intermediate Level 3 - Mondays, 4pm"
1,,Hamilton Fish Pool,Level 1,07/10/2024 02:00:00 PM,,12,Session 1: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/07/2024 06:00:00 PM,10,5,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Wednesday
,B,Metropolitan Pool & Recreation Center,Tot,10/22/2022 04:00:00 PM,12,12,Metropolitan Learn to Swim: Tots - Saturdays
,Q,Roy Wilkins Recreation Center,Level 1,08/28/2024 07:30:00 PM,30,21,Roy Wilkins Recreation Center: Children's Learn To Swim (Level 1)
3,R,Lyons Pool,Level 1,08/19/2024 05:00:00 PM,53,34,Session 3: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
1,R,Lyons Pool,Level 1A,07/21/2023 06:00:00 PM,48,28,Session I Children Learn to Swim Lyons Pool Level 1A
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,03/23/2024 02:00:00 PM,9,7,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Saturdays, 10am"
,X,Crotona Pool,Level 5,08/29/2024 06:00:00 PM,,5,Advanced: Crotona Pool - Children's Learn to Swim Level 5
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,12/07/2023 09:00:00 PM,13,12,"Learn to Swim: Children Intermediate Level 3 - Thursdays, 4pm"
3,,Hamilton Fish Pool,Level 2,08/17/2023 03:00:00 PM,40,11,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class A)
,M,Chelsea Recreation Center,,12/27/2023 09:00:00 PM,19,5,Chelsea Learn to Swim: Children - Wednesdays
,Q,Roy Wilkins Recreation Center,,04/25/2022 05:45:00 PM,17,17,Roy Wilkins Senior Learn to Swim (Monday)
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,01/13/2024 05:00:00 PM,17,13,"Learn to Swim: Parent and Tiny Tots - (Saturdays, 12pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/20/2023 10:00:00 PM,10,8,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 6pm"
